"","County","State","Pop2019","NumAbortions","PercentFemale","MedianIncome","PopFemale","abortionRate","abortPer1000","highlyRestrictive","PctDem","White","Hispanic","Black","Native","Asian","Pacific","Lon","Lat","distClinic","distMiles"
"629","Kane County","Illinois",532403,994,0.502,84311,267266.306,0.00371913697194588,3.71913697194588,0,0.56,57.6,31.6,5.4,0.1,3.9,0,-88.4286,41.9388,193,67.2315344701812
"630","Kane County","Utah",7886,0,0.495,55887,3903.57,0,0,1,0.26,91.7,4.5,0.1,1.3,0.4,0.2,-111.8878,37.2851,72,21.3221726118714
"631","Kankakee County","Illinois",109862,211,0.508,60763,55809.896,0.00378069151033716,3.78069151033716,0,0.41,72.2,10.1,15.1,0.2,1,0,-87.8618,41.1377,91,1.20421604417256
"632","Karnes County","Texas",15601,21,0.412,54843,6427.612,0.0032671542712908,3.2671542712908,1,0.24,37.8,52.9,8.7,0.1,0.1,0,-97.8594,28.9057,35,56.5214910559404
"633","Kaufman County","Texas",136154,154,0.507,75009,69030.078,0.00223091157451684,2.23091157451684,1,0.32,66.6,19.9,10.4,0.4,1.1,0.1,-96.2878,32.5993,102,14.3459066664254
"634","Kay County","Oklahoma",43538,10,0.503,48522,21899.614,0.000456629052913901,0.456629052913901,0,0.23,75.4,7.6,2,7.4,0.5,0,-97.1439,36.818,450,2.1124459603436e-14
"635","Kendall County","Illinois",128990,188,0.504,105586,65010.96,0.00289182008695149,2.89182008695149,0,0.52,71.2,17.6,6.4,0.1,3.2,0,-88.4288,41.5906,193,67.2315344701812
"636","Kendall County","Texas",47431,35,0.51,94899,24189.81,0.00144689024014657,1.44689024014657,1,0.23,73.6,23,0.7,0,0.7,0.1,-98.7116,29.9447,36,55.8221726118714
"637","Kenedy County","Texas",404,2,0.484,46132,195.536,0.0102282955568284,10.2282955568284,1,0.34,11.3,88.5,0,0,0.2,0,-97.7017,26.9285,170,67.9517349578423
"638","Kenosha County","Wisconsin",169561,149,0.505,66460,85628.305,0.00174007882089923,1.74007882089923,0,0.48,76.3,12.7,7.2,0.3,1.3,0,-88.0424,42.5769,311,45.268073000345
"639","Kent County","Delaware",180786,323,0.518,58804,93647.148,0.00344911731855411,3.44911731855411,0,0.51,62.7,6.8,24.1,0.6,2,0,-75.5684,39.0862,196,66.327057019744
"640","Kent County","Michigan",656955,1308,0.507,66560,333076.185,0.0039270294872628,3.9270294872628,1,0.52,74.4,10.3,9.3,0.3,2.8,0,-85.5493,43.0322,198,65.6228996243656
"641","Kent County","Texas",762,0,0.503,52591,383.286,0,0,1,0.1,77.1,21.6,0.7,0.6,0,0,-100.7776,33.1813,487,41.5252365974914
"642","Kerr County","Texas",52600,54,0.519,57789,27299.4,0.00197806545198796,1.97806545198796,1,0.24,69.9,26.1,1.4,0.2,1,0,-99.35,30.0615,36,55.8221726118714
"643","Kershaw County","South Carolina",66551,147,0.518,56318,34473.418,0.00426415506579591,4.26415506579591,1,0.38,69.1,4.1,23.9,0.2,0.5,0,-80.5902,34.3388,295,29.1606600601083
"644","Kewaunee County","Wisconsin",20434,10,0.493,65879,10073.962,0.000992658102144916,0.992658102144916,0,0.33,95,2.7,0.5,0.3,0.4,0,-87.6153,44.5161,310,44.3523450683712
"645","Keweenaw County","Michigan",2116,0,0.487,47318,1030.492,0,0,1,0.43,97.5,0.7,1.5,0.2,0.1,0,-88.4346,47.6279,148,58.5153186347934
"646","Kimble County","Texas",4337,4,0.511,44757,2216.207,0.0018048855544631,1.8048855544631,1,0.12,74.3,23.7,0,0.5,0,0,-99.7487,30.4868,36,55.8221726118714
"647","King County","Texas",272,0,0.495,71256,134.64,0,0,1,0.05,73.4,26.6,0,0,0,0,-100.2558,33.6166,487,41.5252365974914
"648","King County","Washington",2252782,6227,0.498,102338,1121885.436,0.00555047761579107,5.55047761579107,0,0.75,61.4,9.5,6,0.5,16.5,0.8,-121.8052,47.4902,204,63.0346365773395
"649","Kingfisher County","Oklahoma",15765,0,0.502,68839,7914.03,0,0,0,0.13,77.3,15.2,1.1,3.1,0,0,-97.9421,35.9454,358,68.9579670643176
"650","Kings County","New York",2559903,15025,0.5,66501,1279951.5,0.0117387260376663,11.7387260376663,0,0.77,36,19.3,30.6,0.1,11.8,0,-73.9385,40.6395,208,60.923383907266
"651","Kinney County","Texas",3667,2,0.449,47076,1646.483,0.00121471038571306,1.21471038571306,1,0.28,38.1,61.8,0.1,0,0,0,-100.418,29.3501,36,55.8221726118714
"652","Kiowa County","Oklahoma",8708,0,0.503,39788,4380.124,0,0,0,0.2,74.9,11.2,3.2,4.5,0.4,0.1,-98.9809,34.9164,358,68.9579670643176
"653","Kitsap County","Washington",271473,525,0.489,79268,132750.297,0.00395479341187463,3.95479341187463,0,0.57,77.4,7.3,2.5,0.9,4.7,0.7,-122.6717,47.6132,205,62.5352373055289
"654","Kittitas County","Washington",47935,76,0.496,59172,23775.76,0.00319653293943075,3.19653293943075,0,0.43,84.4,8.6,1,0.6,1.9,0.2,-120.6799,47.1244,530,67.9517349578423
"655","Klamath County","Oregon",68238,94,0.5,53030,34119,0.00275506316128843,2.75506316128843,0,0.28,78.7,12.3,0.7,3.2,1,0.1,-121.6502,42.6864,183,68.9054378980656
"656","Kleberg County","Texas",30680,62,0.488,47169,14971.84,0.00414110757261632,4.14110757261632,1,0.49,21,72.3,3.5,0.1,2,0,-97.7273,27.4337,170,67.9517349578423
"657","Klickitat County","Washington",22425,23,0.495,60567,11100.375,0.00207200207200207,2.07200207200207,0,0.44,82.2,12.1,0.3,3.2,0.6,0,-120.7891,45.8738,530,67.9517349578423
"658","Knox County","Illinois",49699,99,0.496,43404,24650.704,0.00401611248100663,4.01611248100663,0,0.46,83.4,5.5,8.4,0,1,0,-90.2132,40.9318,383,63.5148348882184
"659","Knox County","Indiana",36594,27,0.494,48760,18077.436,0.00149357464189059,1.49357464189059,1,0.25,92.9,1.8,3.1,0.1,0.8,0.1,-87.418,38.6891,316,49.6344462233669
"660","Knox County","Ohio",62322,35,0.51,59957,31784.22,0.00110117536312044,1.10117536312044,1,0.27,95.5,1.4,0.9,0.1,0.4,0,-82.4215,40.3988,138,51.2769929579402
"661","Knox County","Texas",3664,1,0.505,40808,1850.32,0.000540447057806217,0.540447057806217,1,0.18,59.4,33.4,6,0.1,0.2,0,-99.7414,33.6061,487,41.5252365974914
"662","Kosciusko County","Indiana",79456,35,0.5,64677,39728,0.000880990737011679,0.880990737011679,1,0.23,88.6,7.9,0.7,0.2,1,0,-85.8607,41.2441,191,67.7322756578888
"663","La Crosse County","Wisconsin",118016,53,0.512,59758,60424.192,0.000877132126152386,0.877132126152386,0,0.56,90.3,1.8,1.3,0.3,4.4,0,-91.1152,43.9066,37,55.1058501932632
"664","La Paz County","Arizona",21108,11,0.487,39407,10279.596,0.00107008096427136,1.07008096427136,0,0.3,58.7,26.3,0.8,11.1,0.8,0.2,-113.9816,33.7294,286,19.018977551373
"665","La Salle County","Texas",7520,14,0.507,41683,3812.64,0.00367199630702086,3.67199630702086,1,0.44,17.6,79.9,1.2,0,0.1,0,-99.0996,28.3451,35,56.5214910559404
"666","Lackawanna County","Pennsylvania",209674,301,0.515,53655,107982.11,0.00278749878104808,2.78749878104808,1,0.54,86.6,6.7,2.6,0.1,2.5,0,-75.6092,41.4368,43,50.4634054117228
"667","Lafayette County","Wisconsin",16665,9,0.494,59128,8232.51,0.00109322673158004,1.09322673158004,0,0.43,94.6,3.6,0.4,0.4,0.3,0,-90.1317,42.6605,103,15.5216227497267
"668","LaGrange County","Indiana",39614,7,0.492,70746,19490.088,0.000359156921200151,0.359156921200151,1,0.22,94.4,3.9,0.1,0.1,0.2,0,-85.4265,41.6426,191,67.7322756578888
"669","Lake County","Illinois",696535,1256,0.5,92638,348267.5,0.00360642322352789,3.60642322352789,0,0.61,62.8,21.1,6.6,0.1,7.1,0,-88.0037,42.3233,94,4.81319668834465
"670","Lake County","Indiana",485493,574,0.516,57280,250514.388,0.00229128556081178,2.29128556081178,1,0.57,54.5,18.4,23.9,0.2,1.3,0,-87.3822,41.4171,212,58.5153186347934
"671","Lake County","Michigan",11853,7,0.492,38044,5831.676,0.0012003410340355,1.2003410340355,1,0.36,84.8,2.6,7.6,0.7,0.2,0,-85.8016,43.9901,148,58.5153186347934
"672","Lake County","Ohio",230149,315,0.512,65040,117836.288,0.00267320029632977,2.67320029632977,1,0.43,89.1,4,3.8,0.1,1.2,0,-81.2373,41.6966,98,9.60294396624451
"673","Lake County","Oregon",7869,7,0.467,47867,3674.823,0.00190485364873356,1.90485364873356,0,0.18,85.2,7.9,0.3,1.9,0.8,0,-120.3874,42.7935,108,21.3221726118714
"674","Lamar County","Georgia",19077,24,0.518,57402,9881.886,0.00242868618399362,2.42868618399362,1,0.29,65,2.3,29,0.1,0.8,0,-84.1395,33.0765,143,55.1058501932632
"675","Lamar County","Texas",49859,32,0.408,47061,20342.472,0.00157306349002226,1.57306349002226,1,0.21,75,7.5,12.3,0.3,0.9,0.3,-95.5712,33.6673,102,14.3459066664254
"676","Lamb County","Texas",12893,2,0.518,42719,6678.574,0.000299465125339631,0.299465125339631,1,0.19,39.8,55,3.6,0.3,0.5,0,-102.3517,34.0686,33,57.8682691882343
"677","Lampasas County","Texas",21428,22,0.504,58817,10799.712,0.00203709135947329,2.03709135947329,1,0.21,72.9,19.2,3,0.4,1.1,1,-98.2415,31.1962,492,46.1700118387612
"678","Lancaster County","Pennsylvania",545724,483,0.51,67515,278319.24,0.00173541721370035,1.73541721370035,1,0.41,82.7,10,3.6,0.1,2.1,0,-76.2477,40.0424,534,68.6220107804109
"679","Lancaster County","South Carolina",98012,130,0.515,63842,50476.18,0.00257547223264518,2.57547223264518,1,0.38,70.1,5,21.7,0.2,1,0.1,-80.7054,34.6867,295,29.1606600601083
"680","Lane County","Oregon",382067,759,0.508,57212,194090.036,0.00391055623277848,3.91055623277848,0,0.6,82.6,8.4,1,0.8,2.5,0.2,-122.8475,43.9388,214,57.2035925062979
"681","Langlade County","Wisconsin",19189,6,0.496,49597,9517.744,0.000630401490101015,0.630401490101016,0,0.33,94.5,1.9,1,0.8,0.3,0,-89.0719,45.2624,103,15.5216227497267
"682","Lanier County","Georgia",10423,1,0.495,42667,5159.385,0.000193821550436728,0.193821550436728,1,0.28,68.7,5.5,24.1,0,0.3,0,-83.0628,31.0379,219,53.623071340531
"683","Lapeer County","Michigan",87607,107,0.493,66415,43190.251,0.00247741093238842,2.47741093238842,1,0.31,92,4.6,1.3,0.3,0.5,0,-83.2218,43.0901,145,56.5214910559404
"684","LaPorte County","Indiana",109888,108,0.485,56427,53295.68,0.00202643066004599,2.02643066004599,1,0.45,79.9,6.3,10.9,0.3,0.6,0,-86.74,41.546,212,58.5153186347934
"685","LaSalle County","Illinois",108669,181,0.495,59528,53791.155,0.00336486546905342,3.36486546905342,0,0.42,86.1,9.3,2.5,0.2,0.8,0,-88.8859,41.344,193,67.2315344701812
"686","Latimer County","Oklahoma",10073,0,0.493,42014,4965.989,0,0,0,0.18,66.1,3.4,1.1,20,0.5,0,-95.2504,34.876,493,47.0578868443124
"687","Laurens County","Georgia",47546,110,0.527,42018,25056.742,0.00439003602303923,4.39003602303923,1,0.36,58.2,2.6,36.7,0.1,1.1,0,-82.9222,32.4637,406,47.9314275616708
"688","Laurens County","South Carolina",67493,108,0.517,47038,34893.881,0.00309509853604418,3.09509853604418,1,0.33,68.1,4.5,25,0.1,0.3,0.1,-82.0059,34.4836,149,59.1445437484457
"689","Lavaca County","Texas",20154,7,0.512,52632,10318.848,0.00067837029870001,0.67837029870001,1,0.13,74.3,18.1,6.6,0,0.4,0,-96.9301,29.3843,492,46.1700118387612
"690","Lawrence County","Illinois",15678,NA,0.44,47114,6898.32,NA,NA,0,0.22,84.6,3.8,8.6,0.3,0.4,0,-87.7268,38.72,316,49.6344462233669
"691","Lawrence County","Indiana",45370,49,0.505,56261,22911.85,0.00213863131960099,2.13863131960099,1,0.24,95.9,1.6,0.3,0.4,0.4,0,-86.4835,38.8412,316,49.6344462233669
"692","Lawrence County","Ohio",59463,11,0.513,46433,30504.519,0.000360602309447987,0.360602309447987,1,0.27,94.9,0.9,1.9,0,0.5,0,-82.5368,38.5984,192,67.4921844506326
"693","Lawrence County","Pennsylvania",85512,98,0.516,50979,44124.192,0.00222100384297122,2.22100384297122,1,0.35,92,1.3,3.5,0.1,0.5,0,-80.3347,40.9912,12,67.4921844506326
"694","Le Flore County","Oklahoma",49853,5,0.497,42378,24776.941,0.000201800537039661,0.201800537039661,0,0.18,71.9,6.8,2.3,10.1,0.4,0.1,-94.7034,34.9003,507,57.8682691882343
"695","Lebanon County","Pennsylvania",141793,115,0.509,61560,72172.637,0.00159340166550933,1.59340166550933,1,0.33,83.4,12.2,1.8,0.1,1.3,0,-76.4577,40.3672,534,68.6220107804109
"696","Lee County","Georgia",29992,22,0.499,72425,14966.008,0.00146999787785761,1.46999787785761,1,0.27,72.8,2.7,19.5,0,2.5,0.1,-84.1412,31.7796,333,61.4794501689974
"697","Lee County","Illinois",34096,NA,0.469,57619,15991.024,NA,NA,0,0.39,86.7,5.9,5.2,0.2,0.7,0.1,-89.3003,41.7461,193,67.2315344701812
"698","Lee County","North Carolina",61779,121,0.511,53114,31569.069,0.00383286564453326,3.83286564453326,0,0.42,58.2,19.3,18.9,0.7,1,0,-79.1715,35.4752,95,6.01374624958842
"699","Lee County","South Carolina",16828,44,0.486,37710,8178.408,0.00538002017018471,5.38002017018471,1,0.63,32.6,2.3,62.6,0.4,0,0,-80.2545,34.1633,295,29.1606600601083
"700","Lee County","Texas",17239,22,0.498,59250,8585.022,0.00256260263514759,2.56260263514759,1,0.22,63.7,23.2,11,0,0.9,0,-96.9657,30.3107,492,46.1700118387612
"701","Leelanau County","Michigan",21761,24,0.506,72888,11011.066,0.00217962547858672,2.17962547858672,1,0.52,90.2,4.2,0.5,2.5,0.7,0,-85.8118,44.9386,148,58.5153186347934
"702","Lehigh County","Pennsylvania",369318,820,0.51,65436,188352.18,0.00435354663800546,4.35354663800546,1,0.53,66.5,22.8,5.4,0.1,3.3,0,-75.5923,40.6127,352,68.3284967431683
"703","Lenawee County","Michigan",98451,132,0.495,55466,48733.245,0.00270862324066456,2.70862324066456,1,0.39,87,7.8,2.4,0.3,0.3,0.1,-84.0664,41.8951,513,61.4794501689974
"704","Lenoir County","North Carolina",55949,111,0.524,39947,29317.276,0.00378616348940468,3.78616348940468,0,0.48,49.7,7.5,38.7,0.4,0.6,0,-77.6412,35.2388,340,64.8387908342277
"705","Leon County","Texas",17404,7,0.503,50522,8754.212,0.000799615088142714,0.799615088142714,1,0.12,76.5,14.2,7.2,0.6,0.7,0.2,-95.9957,31.2965,178,68.9579670643176
"706","Lewis County","New York",26296,14,0.493,56599,12963.928,0.00107991960461366,1.07991960461366,0,0.3,95.8,1.7,0.7,0.2,0.4,0.1,-75.4488,43.7847,186,68.6220107804109
"707","Lewis County","Washington",80707,149,0.5,58525,40353.5,0.00369236869168721,3.69236869168721,0,0.32,84.2,9.8,0.5,0.6,1.2,0.1,-122.3927,46.5778,220,52.8570665752095
"708","Lexington County","South Carolina",298750,500,0.513,62059,153258.75,0.00326245646659652,3.26245646659652,1,0.34,75.6,5.8,14.4,0.3,1.7,0.1,-81.2722,33.9023,406,47.9314275616708
"709","Liberty County","Georgia",61435,239,0.493,51410,30287.455,0.00789105588435872,7.89105588435872,1,0.61,40.3,12.5,40,0.4,2.1,0.5,-81.4947,31.8281,57,37.5800934160369
"710","Liberty County","Texas",88219,117,0.504,53274,44462.376,0.00263143831989545,2.63143831989545,1,0.2,65.8,21.9,10,0.3,0.6,0,-94.8122,30.1516,158,63.9756859651083
"711","Licking County","Ohio",176862,139,0.509,66321,90022.758,0.00154405400465513,1.54405400465513,1,0.35,91.2,1.7,3.5,0.1,1,0,-82.4831,40.0916,138,51.2769929579402
"712","Limestone County","Texas",23437,19,0.484,43644,11343.508,0.00167496686210298,1.67496686210298,1,0.24,59.2,21.3,17.6,0.3,0.7,0,-96.5805,31.5455,178,68.9579670643176
"713","Lincoln County","Georgia",7921,20,0.515,45299,4079.315,0.00490278392328124,4.90278392328124,1,0.31,65.4,1.5,32.2,0.1,0.2,0,-82.4512,33.7936,406,47.9314275616708
"714","Lincoln County","North Carolina",86111,82,0.503,70479,43313.833,0.00189315962870338,1.89315962870338,0,0.26,85.3,7,4.9,0.2,0.5,0,-81.2235,35.4856,295,29.1606600601083
"715","Lincoln County","Oklahoma",34877,3,0.502,51012,17508.254,0.000171347754036468,0.171347754036468,0,0.18,82.8,3.2,1.8,7.9,0.2,0.1,-96.8809,35.703,357,68.9054378980656
"716","Lincoln County","Oregon",49962,69,0.518,52276,25880.316,0.00266611891446766,2.66611891446766,0,0.57,82.9,8.9,0.4,2.8,1.2,0.2,-123.8682,44.642,214,57.2035925062979
"717","Lincoln County","Washington",10939,12,0.489,60849,5349.171,0.00224333826680807,2.24333826680807,0,0.24,91.9,3.1,0.6,1.3,0.6,0.3,-118.4187,47.5763,467,20.1736476258688
"718","Lincoln County","Wisconsin",27593,17,0.493,60728,13603.349,0.00124969226328017,1.24969226328017,0,0.38,95.7,1.4,0.5,0.3,0.4,0,-89.7346,45.3374,103,15.5216227497267
"719","Linn County","Oregon",129749,160,0.506,61084,65652.994,0.00243705565050087,2.43705565050087,0,0.36,85.7,8.7,0.4,0.9,1.2,0.1,-122.535,44.4889,214,57.2035925062979
"720","Lipscomb County","Texas",3233,0,0.483,65388,1561.539,0,0,1,0.1,66,29.9,0.4,0.7,0.7,0,-100.2731,36.2776,358,68.9579670643176
"721","Live Oak County","Texas",12207,8,0.452,54163,5517.564,0.00144991521620773,1.44991521620773,1,0.16,57.6,38.8,2.4,0,0.6,0,-98.1248,28.3514,35,56.5214910559404
"722","Livingston County","Illinois",35648,NA,0.498,54422,17752.704,NA,NA,0,0.27,89.2,4.4,4,0,0.7,0,-88.5577,40.8916,55,39.5767741082222
"723","Livingston County","Michigan",191995,184,0.499,87827,95805.505,0.00192055769655408,1.92055769655408,1,0.38,94.6,2.3,0.6,0.2,0.9,0.1,-83.9115,42.6029,513,61.4794501689974
"724","Livingston County","New York",62914,66,0.498,60268,31331.172,0.00210652828435527,2.10652828435527,0,0.4,91,3.4,2.5,0.1,1.4,0,-77.7755,42.7281,471,24.7273885186257
"725","Llano County","Texas",21795,11,0.516,55617,11246.22,0.000978106421535414,0.978106421535414,1,0.19,87.1,9.8,0.7,0.1,0.4,0,-98.6841,30.7057,492,46.1700118387612
"726","Logan County","Illinois",28618,NA,0.492,53806,14080.056,NA,NA,0,0.29,86.5,3.4,6.7,0.1,0.8,0,-89.3675,40.1245,437,15.5216227497267
"727","Logan County","Ohio",45672,32,0.505,60624,23064.36,0.00138742197919214,1.38742197919214,1,0.22,93.7,1.5,1.6,0.2,0.7,0,-83.7658,40.3885,327,57.8682691882343
"728","Logan County","Oklahoma",48011,8,0.504,66625,24197.544,0.000330612065422838,0.330612065422838,0,0.25,77.8,5.7,8.6,3.5,0.5,0.1,-97.4433,35.9193,358,68.9579670643176
"729","Long County","Georgia",19559,21,0.496,52051,9701.264,0.00216466637749473,2.16466637749473,1,0.36,58.5,11.4,23.9,0.2,0.9,0.2,-81.7457,31.7526,57,37.5800934160369
"730","Lorain County","Ohio",309833,514,0.508,59201,157395.164,0.00326566577356849,3.26566577356849,1,0.48,78.9,9.5,7.8,0.2,1,0,-82.1512,41.2956,99,10.7939780877759
"731","Love County","Oklahoma",10253,0,0.501,51481,5136.753,0,0,0,0.17,72.1,14.9,1.9,6,0.8,0,-97.2441,33.9499,100,11.9817242590182
"732","Loving County","Texas",169,0,0.441,88487,74.529,0,0,1,0.06,74.3,16.2,0,5.4,0,0,-103.5799,31.8493,118,32.3935378322265
"733","Lowndes County","Georgia",117406,48,0.516,46450,60581.496,0.000792321140435357,0.792321140435357,1,0.43,54.5,5.4,36.1,0.2,1.9,0,-83.2677,30.8338,219,53.623071340531
"734","Lubbock County","Texas",310569,346,0.507,54733,157458.483,0.00219740463268657,2.19740463268657,1,0.33,54.5,34.5,6.9,0.4,2.1,0.1,-101.8205,33.6102,487,41.5252365974914
"735","Lucas County","Ohio",428348,879,0.515,49924,220599.22,0.00398460157746705,3.98460157746705,1,0.58,69.4,6.8,18.7,0.2,1.7,0,-83.6583,41.6199,250,23.5993898894711
"736","Luce County","Michigan",6229,10,0.411,45464,2560.119,0.00390606842885038,3.90606842885038,1,0.28,78.2,3.2,6.4,6.3,0.2,0,-85.5444,46.4707,148,58.5153186347934
"737","Lumpkin County","Georgia",33610,28,0.504,57078,16939.44,0.00165294720486628,1.65294720486628,1,0.2,90.8,4.7,2.1,0.7,0.4,0,-84.0027,34.5722,151,60.3487597926183
"738","Luzerne County","Pennsylvania",317417,506,0.505,53439,160295.585,0.00315666835115889,3.15666835115889,1,0.42,83.8,10.1,3.5,0.1,1.2,0,-75.989,41.177,352,68.3284967431683
"739","Lycoming County","Pennsylvania",113299,95,0.51,53762,57782.49,0.00164409668049958,1.64409668049958,1,0.29,90.7,1.9,4.8,0.1,0.6,0,-77.0645,41.3434,58,36.5644292320911
"740","Lynn County","Texas",5951,3,0.49,45737,2915.99,0.00102881011251753,1.02881011251753,1,0.19,49.3,47.2,1.3,0.5,0.3,0,-101.8161,33.1768,487,41.5252365974914
"741","Mackinac County","Michigan",10799,11,0.489,44986,5280.711,0.00208305283133275,2.08305283133275,1,0.38,73.8,1.6,2.3,16.9,0.6,0,-85.0868,46.0802,148,58.5153186347934
"742","Macomb County","Michigan",873972,2702,0.513,65051,448347.636,0.00602657354035876,6.02657354035876,1,0.45,80.2,2.5,10.9,0.2,3.7,0,-82.9323,42.6955,253,20.1736476258689
"743","Macon County","Georgia",12947,25,0.508,34634,6577.076,0.00380108120994801,3.80108120994801,1,0.61,32.6,4.2,59.3,0.4,1.6,0,-84.0425,32.3584,333,61.4794501689974
"744","Macon County","Illinois",104009,273,0.511,52259,53148.599,0.00513654179294547,5.13654179294547,0,0.4,76.7,2.2,13.9,0.3,1.1,0,-88.9616,39.86,254,19.0189775513729
"745","Macon County","North Carolina",35858,26,0.507,46279,18180.006,0.00143014254230719,1.43014254230719,0,0.3,89.5,6.8,1.3,0.6,0.8,0,-83.4221,35.1505,209,60.3487597926183
"746","Macoupin County","Illinois",44926,NA,0.504,54174,22642.704,NA,NA,0,0.31,96.3,1.1,0.8,0.1,0.4,0,-89.9245,39.261,437,15.5216227497267
"747","Madison County","Georgia",29880,25,0.532,52326,15896.16,0.00157270686757053,1.57270686757053,1,0.23,82.9,4.9,8.6,0.3,1.4,0,-83.209,34.1278,151,60.3487597926183
"748","Madison County","Illinois",262966,494,0.507,66591,133323.762,0.00370526598251856,3.70526598251856,0,0.42,85.5,3.1,8.4,0.2,0.9,0,-89.9049,38.8297,272,2.40806527247259
"749","Madison County","Indiana",129569,126,0.5,54145,64784.5,0.00194490966203336,1.94490966203336,1,0.38,85.3,3.8,7.5,0.2,0.5,0,-85.7194,40.1616,293,26.9604478657599
"750","Madison County","New York",70941,96,0.507,61713,35967.087,0.00266910689764784,2.66910689764784,0,0.44,93.4,2.1,1.8,0.6,0.8,0.1,-75.6696,42.9128,359,68.989490965791
"751","Madison County","North Carolina",21755,23,0.53,50062,11530.15,0.00199477023282438,1.99477023282438,0,0.37,93.9,2.5,1.8,0.3,0.6,0,-82.7058,35.858,48,46.1700118387612
"752","Madison County","Ohio",44731,32,0.458,65696,20486.798,0.00156198152585875,1.56198152585875,1,0.29,88.9,1.9,5.8,0.3,1.1,0,-83.4002,39.894,139,52.0749610353713
"753","Madison County","Texas",14284,16,0.499,46274,7127.716,0.00224475834895779,2.24475834895779,1,0.21,55.8,22.4,17.4,0.1,1.1,0.2,-95.9284,30.9655,178,68.9579670643176
"754","Mahoning County","Ohio",228683,397,0.51,48018,116628.33,0.00340397568926864,3.40397568926864,1,0.48,76.5,5.6,14.7,0.2,0.8,0,-80.7763,41.0146,483,37.5800934160368
"755","Major County","Oklahoma",7629,0,0.504,59690,3845.016,0,0,0,0.09,85.5,9.2,0.3,1.7,0.6,0,-98.5359,36.3116,358,68.9579670643176
"756","Malheur County","Oregon",30571,14,0.457,42019,13970.947,0.00100207952975557,1.00207952975557,0,0.28,61.7,33.1,0.9,0.7,1.6,0.1,-117.6231,43.1934,1,68.989490965791
"757","Manistee County","Michigan",24558,16,0.483,50047,11861.514,0.00134890031744683,1.34890031744683,1,0.42,89.4,2.9,2.8,1.6,0.4,0,-86.0568,44.333,148,58.5153186347934
"758","Manitowoc County","Wisconsin",78981,43,0.5,61326,39490.5,0.00108886947493701,1.08886947493701,0,0.38,91.2,3.7,0.7,0.4,2.6,0,-87.8097,44.1199,310,44.3523450683712
"759","Marathon County","Wisconsin",135692,52,0.497,66092,67438.924,0.000771068055593532,0.771068055593532,0,0.4,89.1,2.7,0.7,0.3,5.7,0,-89.7591,44.8983,103,15.5216227497267
"760","Maricopa County","Arizona",4485414,8290,0.505,68634,2265134.07,0.00365982751740607,3.65982751740607,0,0.5,56.3,30.6,5.1,1.5,3.9,0.2,-112.4915,33.349,286,19.018977551373
"761","Marinette County","Wisconsin",40350,16,0.498,54404,20094.3,0.000796245701517346,0.796245701517346,0,0.32,95.6,1.5,0.6,0.4,0.6,0,-88.0334,45.383,310,44.3523450683712
"762","Marion County","Georgia",8359,10,0.512,41190,4279.808,0.00233655341548032,2.33655341548032,1,0.36,59.2,1.7,35.7,0,0.7,0.5,-84.5247,32.3534,333,61.4794501689974
"763","Marion County","Illinois",37205,57,0.521,52291,19383.805,0.00294059912385623,2.94059912385623,0,0.26,91.5,1.9,3.4,0.2,0.7,0,-88.919,38.6496,254,19.0189775513729
"764","Marion County","Indiana",964582,2746,0.518,50707,499653.476,0.00549580885933835,5.49580885933835,1,0.64,56.7,10.1,27.2,0.2,2.9,0,-86.1385,39.7817,292,25.8478549456979
"765","Marion County","Ohio",65093,45,0.469,51479,30528.617,0.00147402681228567,1.47402681228567,1,0.3,88.7,2.5,5.2,0.1,0.5,0,-83.1609,40.5872,139,52.0749610353713
"766","Marion County","Oregon",347818,620,0.502,64058,174604.636,0.00355087937069437,3.55087937069437,0,0.49,66.3,26,1,0.5,2,0.8,-122.5849,44.9033,332,60.923383907266
"767","Marion County","South Carolina",30657,59,0.478,35138,14654.046,0.00402619181078045,4.02619181078045,1,0.6,38.8,2.7,56.6,0.5,0.7,0,-79.3625,34.0801,96,7.2124639654681
"768","Marion County","Texas",9854,11,0.496,37876,4887.584,0.00225060070578838,2.25060070578838,1,0.28,70.9,3.9,23.7,0.3,0,0.2,-94.3572,32.798,178,68.9579670643176
"769","Marlboro County","South Carolina",26118,43,0.463,34532,12092.634,0.0035558836891946,3.5558836891946,1,0.55,39.2,3.3,50.2,3.3,0.3,0,-79.6786,34.602,95,6.01374624958842
"770","Marquette County","Michigan",66699,88,0.499,54913,33282.801,0.0026440082371673,2.6440082371673,1,0.55,92.4,1.4,1.6,0.8,0.9,0,-87.6416,46.4314,148,58.5153186347934
"771","Marquette County","Wisconsin",15574,17,0.49,56790,7631.26,0.00222767930852834,2.22767930852834,0,0.36,93.6,3.2,0.6,0.5,0.4,0,-89.3987,43.8196,103,15.5216227497267
"772","Marshall County","Illinois",11438,NA,0.51,63628,5833.38,NA,NA,0,0.32,94.9,3.1,0.4,0.1,0.3,0.2,-89.3448,41.0332,383,63.5148348882184
"773","Marshall County","Indiana",46258,27,0.502,53695,23221.516,0.00116271478571856,1.16271478571856,1,0.29,88,9.7,0.6,0.1,0.5,0,-86.2618,41.3248,212,58.5153186347934
"774","Marshall County","Oklahoma",16931,0,0.509,45005,8617.879,0,0,0,0.18,66.4,16.8,1.6,7.4,0.2,0,-96.7691,34.0245,100,11.9817242590182
