"","County","State","Pop2019","NumAbortions","PercentFemale","MedianIncome","PopFemale","abortionRate","abortPer1000","highlyRestrictive","PctDem","White","Hispanic","Black","Native","Asian","Pacific","Lon","Lat","distClinic","distMiles"
"326","Denton County","Texas",887207,1149,0.508,90910,450701.156,0.00254936111146784,2.54936111146784,1,0.45,60.9,19.1,9.1,0.3,7.8,0.1,-97.117,33.2052,100,11.9817242590182
"327","Deschutes County","Oregon",197692,398,0.505,71880,99834.46,0.00398659941667436,3.98659941667436,0,0.53,87.7,7.8,0.5,0.4,1.1,0.1,-121.2281,43.9151,108,21.3221726118714
"328","Dewey County","Oklahoma",4891,0,0.507,56316,2479.737,0,0,0,0.09,83.3,6.6,0.2,0.8,0.5,0,-99.0079,35.9876,358,68.9579670643176
"329","DeWitt County","Texas",20160,26,0.475,52544,9576,0.00271512113617377,2.71512113617377,1,0.18,55.6,34.5,9,0,0,0,-97.3567,29.0821,492,46.1700118387612
"330","Dickens County","Texas",2211,1,0.446,41973,986.106,0.00101408976316948,1.01408976316948,1,0.13,68.7,27.6,3.1,0.3,0.1,0,-100.7789,33.6165,487,41.5252365974914
"331","Dickinson County","Michigan",25239,10,0.499,53751,12594.261,0.000794012447415533,0.794012447415533,1,0.33,95.6,1.4,0.6,0.8,0.6,0,-87.8702,46.0091,148,58.5153186347934
"332","Dillon County","South Carolina",30479,57,0.526,35483,16031.954,0.00355539942292749,3.55539942292749,1,0.49,46.1,2.7,46.4,2,0.3,0,-79.3789,34.3915,96,7.2124639654681
"333","Dimmit County","Texas",10124,25,0.508,40315,5142.992,0.00486098364531774,4.86098364531775,1,0.62,13.2,86.5,0.1,0,0.2,0,-99.7566,28.4225,36,55.8221726118714
"334","Dodge County","Georgia",20605,35,0.479,41118,9869.795,0.00354617294482813,3.54617294482813,1,0.27,65.3,3.4,27.8,0,0.6,0,-83.1684,32.1722,406,47.9314275616708
"335","Dodge County","Wisconsin",87839,61,0.471,61730,41372.169,0.00147442112595064,1.47442112595064,0,0.34,90.3,4.6,2.4,0.6,0.5,0,-88.7075,43.4163,103,15.5216227497267
"336","Donley County","Texas",3278,0,0.509,41093,1668.502,0,0,1,0.12,81.8,10.6,3.7,0.7,0.5,0,-100.814,34.9654,358,68.9579670643176
"337","Dooly County","Georgia",13390,19,0.456,37109,6105.84,0.00311177495643515,3.11177495643515,1,0.47,42.6,6.9,49.5,0,0.1,0,-83.7988,32.1572,333,61.4794501689974
"338","Door County","Wisconsin",27668,11,0.507,64217,14027.676,0.000784164105301548,0.784164105301548,0,0.5,94.3,2.9,0.5,0.5,0.5,0,-87.3135,44.9473,148,58.5153186347934
"339","Dorchester County","South Carolina",162809,295,0.514,68051,83683.826,0.00352517343076546,3.52517343076546,1,0.44,64.6,5,25.3,0.4,1.9,0,-80.4067,33.0793,57,37.5800934160369
"340","Dougherty County","Georgia",87956,203,0.541,36894,47584.196,0.00426612230665829,4.26612230665829,1,0.7,26.2,2.6,68.4,0.1,0.8,0,-84.2164,31.5335,219,53.623071340531
"341","Douglas County","Georgia",146343,465,0.525,62915,76830.075,0.00605231740304822,6.05231740304822,1,0.62,43.4,9.2,44,0.1,1.6,0,-84.768,33.7018,71,22.4642026575438
"342","Douglas County","Illinois",19465,NA,0.506,64283,9849.29,NA,NA,0,0.27,90.5,7.2,0.3,0.3,0.7,0.1,-88.2174,39.7694,54,40.5571824081806
"343","Douglas County","Oregon",110980,147,0.507,48940,56266.86,0.00261255026493392,2.61255026493392,0,0.3,88.4,5.5,0.4,1,0.9,0.1,-123.1665,43.2797,214,57.2035925062979
"344","Douglas County","Washington",43429,26,0.493,63086,21410.497,0.00121435761159584,1.21435761159584,0,0.37,64.9,30.9,0.2,0.8,0.7,0.1,-119.6918,47.7361,530,67.9517349578423
"345","Douglas County","Wisconsin",43150,0,0.499,55651,21531.85,0,0,0,0.54,91.9,1.5,1.2,1.7,1,0,-91.9162,46.4329,404,49.6344462233669
"346","Dubois County","Indiana",42736,20,0.5,63869,21368,0.000935979034069637,0.935979034069637,1,0.29,91.2,7.1,0.6,0.1,0.6,0,-86.8798,38.3643,316,49.6344462233669
"347","Duchesne County","Utah",19938,4,0.494,59437,9849.372,0.000406117263110785,0.406117263110785,1,0.1,85.4,8.1,0.1,4,0.5,0.4,-110.4252,40.2982,419,35.5376271687938
"348","Dunn County","Wisconsin",45368,1,0.498,61506,22593.264,4.42609797327203e-05,0.0442609797327203,0,0.42,93.1,1.8,0.5,0.2,2.5,0,-91.8964,44.9466,404,49.6344462233669
"349","DuPage County","Illinois",922921,1572,0.509,96354,469766.789,0.00334634128424945,3.34634128424945,0,0.58,67.9,14.1,4.6,0.1,11.3,0,-88.0856,41.852,193,67.2315344701812
"350","Duplin County","North Carolina",58741,86,0.513,44929,30134.133,0.00285390656502379,2.85390656502379,0,0.39,51.8,21.7,24.5,0.3,0.4,0,-77.933,34.9365,340,64.8387908342277
"351","Durham County","North Carolina",321488,960,0.523,65541,168138.224,0.00570958808271937,5.70958808271937,0,0.8,42.1,13.5,36.9,0.2,4.7,0,-78.8766,36.036,111,24.7273885186257
"352","Dutchess County","New York",294218,897,0.502,84564,147697.436,0.00607322661985818,6.07322661985818,0,0.54,72.2,11.7,9.6,0.1,3.7,0,-73.7429,41.7651,495,48.7903679018718
"353","Duval County","Texas",11157,23,0.484,37100,5399.988,0.00425926872430087,4.25926872430087,1,0.51,9,89.3,1.4,0,0.3,0,-98.5089,27.6814,170,67.9517349578423
"354","Early County","Georgia",10190,11,0.533,40011,5431.27,0.0020253089977114,2.0253089977114,1,0.47,46.1,2.2,50.5,0.1,0.8,0,-84.9037,31.3228,219,53.623071340531
"355","Eastland County","Texas",18360,5,0.501,46991,9198.36,0.000543575159050091,0.543575159050091,1,0.12,79.9,16,2.2,0.4,0.2,0,-98.8323,32.3271,488,42.4806417974704
"356","Eaton County","Michigan",110268,227,0.509,65891,56126.412,0.00404444167925789,4.04444167925789,1,0.49,83.4,5.2,6.5,0.5,2.1,0,-84.8383,42.5961,180,69
"357","Eau Claire County","Wisconsin",104646,15,0.506,64972,52950.876,0.000283281432397832,0.283281432397832,0,0.54,90.6,2.3,0.8,0.4,3.5,0.4,-91.286,44.7268,404,49.6344462233669
"358","Echols County","Georgia",4006,0,0.483,40408,1934.898,0,0,1,0.12,65,26.7,2.7,1.9,0,0,-82.894,30.7101,3,68.9054378980656
"359","Ector County","Texas",166223,200,0.491,65564,81615.493,0.00245051512462223,2.45051512462223,1,0.25,34.5,58.7,4.1,0.2,1,0,-102.5429,31.8692,118,32.3935378322265
"360","Edgar County","Illinois",17161,NA,0.51,51333,8752.11,NA,NA,0,0.23,97.2,1.1,0.6,0.2,0.4,0,-87.7456,39.6786,54,40.5571824081806
"361","Edgecombe County","North Carolina",51472,144,0.538,40784,27691.936,0.00520006979649238,5.20006979649238,0,0.63,36.5,4.3,57.2,0.1,0.1,0.1,-77.5971,35.9129,503,55.1058501932632
"362","Edgefield County","South Carolina",27260,47,0.463,52591,12621.38,0.00372384002383258,3.72384002383258,1,0.37,56.5,5.7,36.4,0.3,0.4,0,-81.9664,33.7722,406,47.9314275616708
"363","Edwards County","Illinois",6395,NA,0.507,54930,3242.265,NA,NA,0,0.14,96.7,1.3,0.4,0,0.9,0,-88.0533,38.4165,54,40.5571824081806
"364","Edwards County","Texas",1932,2,0.471,40424,909.972,0.00219786982456603,2.19786982456603,1,0.16,43.1,56.9,0,0,0,0,-100.3048,29.9827,36,55.8221726118714
"365","Effingham County","Georgia",64296,95,0.502,71628,32276.592,0.00294330950429959,2.94330950429959,1,0.24,79.3,3.9,13.2,0.1,1,0.1,-81.3413,32.3673,57,37.5800934160369
"366","Effingham County","Illinois",34008,NA,0.502,58943,17072.016,NA,NA,0,0.19,96,1.9,0.6,0.1,0.2,0,-88.5899,39.0598,254,19.0189775513729
"367","El Paso County","Texas",839238,216,0.507,48629,425493.666,0.000507645629676659,0.507645629676659,1,0.67,12.4,82.2,3,0.3,1.1,0.1,-106.2348,31.7686,118,32.3935378322265
"368","Elbert County","Georgia",19194,31,0.522,40962,10019.268,0.00309403840679778,3.09403840679778,1,0.31,63.5,5.5,30.5,0,0.1,0,-82.8401,34.1168,149,59.1445437484457
"369","Elk County","Pennsylvania",29910,18,0.498,55462,14895.18,0.00120844461094126,1.20844461094126,1,0.27,97.6,0.8,0.5,0.2,0.4,0,-78.6491,41.4252,471,24.7273885186257
"370","Elkhart County","Indiana",206341,87,0.506,55782,104408.546,0.000833265123718896,0.833265123718896,1,0.35,75.3,15.4,5.4,0.1,1,0,-85.8587,41.5974,191,67.7322756578888
"371","Ellis County","Oklahoma",3859,0,0.509,54013,1964.231,0,0,0,0.09,86.9,7.3,0,1.2,0.9,0,-99.7546,36.2183,358,68.9579670643176
"372","Ellis County","Texas",184826,1270,0.507,78341,93706.782,0.0135529144518056,13.5529144518056,1,0.32,62.6,25.5,8.9,0.3,0.7,0,-96.7945,32.3484,101,13.1658206809816
"373","Emanuel County","Georgia",22646,56,0.508,38529,11504.168,0.00486780095700967,4.86780095700967,1,0.3,59.4,4.5,34,0,0,0,-82.3017,32.5897,406,47.9314275616708
"374","Emery County","Utah",10012,1,0.49,61893,4905.88,0.000203837028219198,0.203837028219198,1,0.12,91.4,6.2,0.1,0.7,0.6,0,-110.7006,38.9968,419,35.5376271687938
"375","Emmet County","Michigan",33415,39,0.507,59456,16941.405,0.00230205227960727,2.30205227960727,1,0.44,91.4,1.6,0.5,2.2,0.6,0.1,-84.8908,45.521,148,58.5153186347934
"376","Erath County","Texas",42698,52,0.51,53044,21775.98,0.00238795222993408,2.38795222993408,1,0.17,75.4,20.6,1.6,0.5,0.8,0,-98.2179,32.2363,488,42.4806417974704
"377","Erie County","New York",918702,3209,0.516,60620,474050.232,0.00676932481703753,6.76932481703753,0,0.56,76,5.2,13,0.4,3.4,0,-78.7323,42.764,121,35.5376271687937
"378","Erie County","Ohio",74266,121,0.512,60790,38024.192,0.00318218464707942,3.18218464707942,1,0.43,83.6,4.2,8.1,0.2,0.6,0,-82.6192,41.3632,250,23.5993898894711
"379","Erie County","Pennsylvania",269728,170,0.506,51923,136482.368,0.00124558213995818,1.24558213995818,1,0.5,84.8,4,6.8,0.2,1.6,0,-80.0328,41.9926,349,67.7322756578888
"380","Essex County","New York",36885,35,0.484,55091,17852.34,0.00196052730342353,1.96052730342353,0,0.52,91.8,3.2,2.9,0.2,0.5,0,-73.7726,44.1172,137,50.4634054117228
"381","Evans County","Georgia",10654,16,0.513,41425,5465.502,0.00292745295857544,2.92745295857544,1,0.31,56.5,11.8,30.2,0,0.8,0,-81.8869,32.1568,57,37.5800934160369
"382","Fairfield County","Ohio",157574,136,0.502,71782,79102.148,0.0017192959159592,1.7192959159592,1,0.37,87.1,2,7.1,0.1,1.6,0,-82.6306,39.7516,138,51.2769929579402
"383","Fairfield County","South Carolina",22347,58,0.522,42496,11665.134,0.00497208176091248,4.97208176091248,1,0.61,37.4,2,54.9,0.3,0.3,0,-81.1212,34.3951,295,29.1606600601083
"384","Falls County","Texas",17297,17,0.525,41484,9080.925,0.00187205598548606,1.87205598548606,1,0.31,51.5,22.8,24.3,0.2,0.2,0.1,-96.9359,31.2533,492,46.1700118387612
"385","Fannin County","Georgia",26188,19,0.514,47980,13460.632,0.00141152361939618,1.41152361939618,1,0.17,95.3,2.2,0.2,0.1,0.6,0.1,-84.3198,34.8641,71,22.4642026575438
"386","Fannin County","Texas",35514,20,0.469,56123,16656.066,0.00120076373376522,1.20076373376522,1,0.18,79.4,10.6,6.5,0.4,0.7,0.1,-96.1069,33.5938,102,14.3459066664254
"387","Fayette County","Georgia",114421,175,0.515,94563,58926.815,0.00296978548730319,2.96978548730319,1,0.46,64.1,7.1,21.1,0.3,4.4,0.1,-84.4942,33.414,143,55.1058501932632
"388","Fayette County","Illinois",21336,NA,0.472,48913,10070.592,NA,NA,0,0.18,91.8,1.7,5.1,0.3,0.5,0,-89.0241,39.0002,254,19.0189775513729
"389","Fayette County","Indiana",23102,13,0.506,48499,11689.612,0.00111209850249948,1.11209850249948,1,0.22,95.8,1,2.5,0,0.1,0,-85.1788,39.64,152,60.923383907266
"390","Fayette County","Ohio",28525,22,0.508,51023,14490.7,0.00151821513108407,1.51821513108407,1,0.24,92.9,2,2,0,0.8,0.1,-83.4561,39.5599,139,52.0749610353713
"391","Fayette County","Pennsylvania",129274,170,0.505,48055,65283.37,0.00260403223669366,2.60403223669366,1,0.33,92.1,1.1,3.9,0,0.2,0.2,-79.6473,39.9199,13,67.2315344701812
"392","Fayette County","Texas",25346,15,0.509,62195,12901.114,0.00116269029170659,1.16269029170659,1,0.21,71.9,20.4,6,0.1,0.7,0,-96.9198,29.8768,492,46.1700118387612
"393","Ferry County","Washington",7627,11,0.489,47463,3729.603,0.0029493755769716,2.9493755769716,0,0.34,73.6,4.3,0.1,13.6,1,0.7,-118.5166,48.4703,467,20.1736476258688
"394","Fisher County","Texas",3830,0,0.504,51053,1930.32,0,0,1,0.19,66.5,29.8,2.9,0,0.5,0.1,-100.4022,32.7428,487,41.5252365974914
"395","Florence County","South Carolina",138293,291,0.533,49770,73710.169,0.00394789489629307,3.94789489629308,1,0.48,52.6,2.5,42.2,0.2,1.3,0.1,-79.703,34.0245,96,7.2124639654681
"396","Florence County","Wisconsin",4295,1,0.485,58270,2083.075,0.000480059527381395,0.480059527381395,0,0.27,98.5,0.9,0.3,0,0,0,-88.3981,45.8485,310,44.3523450683712
"397","Floyd County","Georgia",98498,121,0.517,50520,50923.466,0.00237611477584813,2.37611477584813,1,0.29,71.4,10.6,14.4,0.1,1.5,0,-85.2143,34.2632,71,22.4642026575438
"398","Floyd County","Indiana",78522,22,0.514,64614,40360.308,0.000545089992871214,0.545089992871214,1,0.42,88.3,3.1,5.2,0.4,1.1,0,-85.9068,38.3189,185,68.7374341683304
"399","Floyd County","Texas",5712,1,0.496,45022,2833.152,0.000352963766151622,0.352963766151622,1,0.21,37.9,57.8,2.5,0.2,0.3,0,-101.3032,34.0724,358,68.9579670643176
"400","Foard County","Texas",1155,2,0.514,38615,593.67,0.0033688749642057,3.3688749642057,1,0.18,76.2,21.6,2.2,0,0,0,-99.778,33.9746,357,68.9054378980656
"401","Fond du Lac County","Wisconsin",103403,74,0.508,65905,52528.724,0.00140875304718995,1.40875304718995,0,0.36,90.3,5,1.2,0.5,1.4,0,-88.4883,43.7536,310,44.3523450683712
"402","Ford County","Illinois",12961,NA,0.506,55369,6558.266,NA,NA,0,0.25,94.3,3,0.9,0.4,0.5,0,-88.2233,40.5972,55,39.5767741082222
"403","Forest County","Pennsylvania",7247,8,0.315,41267,2282.805,0.00350446052115709,3.50446052115709,1,0.28,59.7,7,30.8,0.2,0.7,0,-79.236,41.513,13,67.2315344701812
"404","Forest County","Wisconsin",9004,1,0.493,48964,4438.972,0.000225277384042972,0.225277384042972,0,0.34,79.7,2.2,0.9,14.3,0.4,0.1,-88.7704,45.6673,103,15.5216227497267
"405","Forsyth County","Georgia",244252,250,0.504,113332,123103.008,0.0020308195880965,2.0308195880965,1,0.33,74.9,9.5,2.9,0.2,10.5,0,-84.125,34.2255,151,60.3487597926183
"406","Forsyth County","North Carolina",382295,920,0.526,53054,201087.17,0.00457513027807791,4.57513027807791,0,0.56,57.3,12.6,25.7,0.2,2.2,0.1,-80.2563,36.1306,135,48.7903679018718
"407","Fort Bend County","Texas",811688,1272,0.509,101361,413149.192,0.00307879096614571,3.07879096614571,1,0.55,34.4,24.2,20.2,0.2,19.2,0,-95.7709,29.5275,157,63.5148348882184
"408","Fountain County","Indiana",16346,10,0.501,55337,8189.346,0.00122109872998405,1.22109872998405,1,0.2,95.6,2.4,0.4,0.2,0.1,0,-87.242,40.1209,490,44.3523450683712
"409","Franklin County","Georgia",23349,21,0.51,47691,11907.99,0.00176352180342778,1.76352180342778,1,0.15,83.9,4.4,9.8,0.1,0.7,0,-83.2292,34.3754,151,60.3487597926183
"410","Franklin County","Illinois",38469,NA,0.507,43695,19503.783,NA,NA,0,0.25,96,1.6,0.6,0.2,0.5,0.1,-88.9242,37.9923,272,2.40806527247259
"411","Franklin County","Indiana",22758,4,0.5,67315,11379,0.000351524738553476,0.351524738553476,1,0.18,98.4,1.1,0.2,0,0.3,0,-85.0602,39.4149,152,60.923383907266
"412","Franklin County","New York",50022,50,0.45,48943,22509.9,0.00222124487447745,2.22124487447745,0,0.48,81.7,3.4,5.8,6.9,0.4,0.2,-74.3038,44.5929,137,50.4634054117228
"413","Franklin County","North Carolina",69685,116,0.506,57371,35260.61,0.00328978993840436,3.28978993840436,0,0.43,63.5,8.1,25.4,0.4,0.5,0,-78.2857,36.0828,503,55.1058501932632
"414","Franklin County","Ohio",1316756,3056,0.511,64648,672862.316,0.00454179098358066,4.54179098358066,1,0.65,64.5,5.2,21.7,0.1,4.8,0,-83.0093,39.9695,139,52.0749610353713
"415","Franklin County","Pennsylvania",155027,29,0.509,62699,78908.743,0.000367513141097685,0.367513141097685,1,0.28,88.6,5.3,3.8,0.2,1,0,-77.7213,39.9274,510,59.7557528611263
"416","Franklin County","Texas",10725,5,0.503,50630,5394.675,0.000926839893042676,0.926839893042676,1,0.16,79.6,13.9,4.5,0.5,0,0.1,-95.2184,33.1755,102,14.3459066664254
"417","Franklin County","Washington",95222,160,0.483,63575,45992.226,0.00347884879501157,3.47884879501157,0,0.41,41.1,52.5,2,0.4,2.1,0.1,-118.8989,46.5347,28,60.923383907266
"418","Freestone County","Texas",19717,11,0.481,52511,9483.877,0.00115986320784211,1.15986320784211,1,0.19,67.5,14.7,16.1,0.2,0.4,0,-96.1491,31.7049,178,68.9579670643176
"419","Frio County","Texas",20306,38,0.407,40360,8264.542,0.00459795594238616,4.59795594238616,1,0.46,16.4,78.5,3.6,0,0.6,0,-99.1082,28.8678,35,56.5214910559404
"420","Fulton County","Georgia",1063937,6063,0.516,79235,548991.492,0.0110438869970684,11.0438869970684,1,0.73,39.9,7.4,43.6,0.2,6.7,0,-84.467,33.7903,143,55.1058501932632
"421","Fulton County","Illinois",34340,NA,0.48,50461,16483.2,NA,NA,0,0.39,92,2.9,3.8,0.1,0.2,0,-90.2075,40.4728,383,63.5148348882184
"422","Fulton County","Indiana",19974,5,0.5,55011,9987,0.00050065084609993,0.50065084609993,1,0.25,92.3,5,1,0.5,0.3,0.1,-86.2635,41.047,490,44.3523450683712
"423","Fulton County","New York",53383,131,0.502,50061,26798.266,0.00488837598671496,4.88837598671496,0,0.33,93.2,2.8,1.8,0.2,0.7,0,-74.4222,43.1138,326,57.2035925062979
"424","Fulton County","Ohio",42126,21,0.503,64334,21189.378,0.000991062597495783,0.991062597495783,1,0.29,89.4,8.4,0.3,0.2,0.4,0.1,-84.1301,41.6018,250,23.5993898894711
"425","Fulton County","Pennsylvania",14530,4,0.494,56357,7177.82,0.000557272263723526,0.557272263723526,1,0.14,96.3,1.2,1.5,0.3,0.1,0,-78.1127,39.9254,510,59.7557528611263
"426","Gaines County","Texas",21492,5,0.493,67171,10595.556,0.000471895953360069,0.471895953360069,1,0.1,56.3,40.6,2.3,0.1,0.5,0,-102.6352,32.7408,118,32.3935378322265
"427","Gallatin County","Illinois",4828,NA,0.512,46515,2471.936,NA,NA,0,0.23,95.8,1.1,0.3,0.5,0.3,0,-88.2304,37.7627,272,2.40806527247259
"428","Gallia County","Ohio",29898,9,0.505,48094,15098.49,0.000596086098676093,0.596086098676093,1,0.22,93.6,1.3,2.8,0.5,0.7,0.1,-82.3169,38.8247,192,67.4921844506326
"429","Galveston County","Texas",342139,663,0.508,73214,173806.612,0.00381458445320826,3.81458445320826,1,0.38,58,23.9,12.5,0.3,3.3,0,-94.9629,29.3931,158,63.9756859651083
"430","Garfield County","Oklahoma",61056,24,0.502,58381,30650.112,0.000783031396426871,0.783031396426871,0,0.22,75.8,11.6,3,1.8,0.8,2.8,-97.7827,36.3791,358,68.9579670643176
"431","Garfield County","Utah",5051,4,0.479,54625,2419.429,0.00165328265470902,1.65328265470902,1,0.19,89.5,5.6,0,2.7,0.2,0.5,-111.4431,37.8549,72,21.3221726118714
"432","Garfield County","Washington",2225,0,0.511,54555,1136.975,0,0,0,0.25,91.8,2.4,0,0.2,1.8,0,-117.5452,46.4316,525,66.6488820139457
"433","Garvin County","Oklahoma",27711,9,0.506,46786,14021.766,0.000641859235134861,0.641859235134861,0,0.17,76.4,8.2,2.3,5.4,0.5,0,-97.3093,34.7046,357,68.9054378980656
"434","Garza County","Texas",6229,0,0.338,48975,2105.402,0,0,1,0.14,40.5,54,4.5,0.1,0.6,0,-101.2985,33.1799,487,41.5252365974914
"435","Gaston County","North Carolina",224529,410,0.518,56542,116306.022,0.0035251829006756,3.5251829006756,0,0.35,73.6,6.6,15.5,0.4,1.5,0,-81.1803,35.2944,295,29.1606600601083
"436","Gates County","North Carolina",11562,13,0.505,54204,5838.81,0.00222648108090518,2.22648108090518,0,0.43,62.5,0.7,32.9,0.9,0.4,0,-76.7005,36.4449,351,68.1504955010645
"437","Geauga County","Ohio",93649,75,0.504,79865,47199.096,0.00158901348449555,1.58901348449555,1,0.38,95.8,1.4,1.2,0.1,0.6,0,-81.1786,41.4996,97,8.40898469495517
"438","Genesee County","Michigan",405813,1351,0.518,50554,210211.134,0.00642687175646938,6.42687175646938,1,0.54,72.5,3.3,19.8,0.4,1,0,-83.7067,43.0217,145,56.5214910559404
"439","Genesee County","New York",57280,54,0.503,62570,28811.84,0.00187422948343459,1.87422948343459,0,0.33,90.7,3.1,2.4,0.9,0.7,0,-78.1938,43.0009,147,57.8682691882343
"440","Georgetown County","South Carolina",62680,93,0.527,53747,33032.36,0.00281542099928676,2.81542099928676,1,0.43,63.3,3,31.3,0.1,0.4,0,-79.3323,33.4343,340,64.8387908342277
"441","Gibson County","Indiana",33659,18,0.5,61872,16829.5,0.00106955049169613,1.06955049169613,1,0.25,94.2,1.5,2,0.1,0.3,0,-87.5846,38.3119,316,49.6344462233669
"442","Gila County","Arizona",54018,40,0.506,45980,27333.108,0.00146342669849327,1.46342669849327,0,0.32,62.8,18.6,0.4,15.6,0.9,0,-110.8117,33.7997,285,17.8585141120739
"443","Gillespie County","Texas",26988,26,0.513,62143,13844.844,0.00187795543236168,1.87795543236168,1,0.2,75.6,22.5,0.1,0,0.1,0,-98.9466,30.318,36,55.8221726118714
"444","Gilliam County","Oregon",1912,1,0.489,61205,934.968,0.00106955532167946,1.06955532167946,0,0.28,86,8.1,0,5.2,0,0.7,-120.2108,45.3783,530,67.9517349578423
"445","Gilmer County","Georgia",31369,19,0.499,57007,15653.131,0.00121381466749368,1.21381466749368,1,0.18,85.5,11.5,0.6,0.1,0.5,0,-84.4556,34.6912,71,22.4642026575438
"446","Gladwin County","Michigan",25449,16,0.494,46458,12571.806,0.00127268906313063,1.27268906313063,1,0.31,96.2,1.5,0.4,0.5,0.5,0,-84.3883,43.9907,418,36.5644292320912
"447","Glascock County","Georgia",2971,3,0.505,49350,1500.355,0.00199952677866238,1.99952677866238,1,0.1,87.4,1.6,8.8,0.8,0,0,-82.6107,33.2293,406,47.9314275616708
"448","Glasscock County","Texas",1409,2,0.449,93759,632.641,0.0031613505922,3.1613505922,1,0.06,59.4,40.6,0,0,0,0,-101.5208,31.8694,36,55.8221726118714
"449","Glynn County","Georgia",85292,44,0.529,58017,45119.468,0.000975188803201314,0.975188803201314,1,0.38,63.8,6.7,25.7,0.4,1.3,0,-81.5407,31.2309,57,37.5800934160369
"450","Gogebic County","Michigan",13975,4,0.462,39030,6456.45,0.000619535503256433,0.619535503256433,1,0.43,89.6,1.3,4.2,2.7,0.3,0.1,-89.6944,46.4089,103,15.5216227497267
"451","Goliad County","Texas",7658,6,0.505,56758,3867.29,0.00155147402961764,1.55147402961764,1,0.22,58.6,35.6,5.3,0,0.2,0,-97.4264,28.6571,35,56.5214910559404
"452","Gonzales County","Texas",20837,27,0.495,48425,10314.315,0.00261772109926835,2.61772109926835,1,0.25,42.3,50.1,6.7,0.1,0.2,0,-97.4925,29.4567,492,46.1700118387612
"453","Gordon County","Georgia",57963,61,0.507,53373,29387.241,0.00207573075675937,2.07573075675937,1,0.18,78,15.4,3.9,0,1.1,0,-84.8759,34.5032,71,22.4642026575438
"454","Grady County","Georgia",24633,2,0.518,42603,12759.894,0.00015674111399358,0.15674111399358,1,0.34,58.3,11.1,28.2,0.5,0.5,0.3,-84.2344,30.8747,219,53.623071340531
"455","Grady County","Oklahoma",55834,13,0.5,63647,27917,0.000465666081599026,0.465666081599026,0,0.18,82,5.5,2.1,4.9,0.4,0,-97.8841,35.0169,357,68.9054378980656
"456","Graham County","Arizona",38837,25,0.467,50685,18136.879,0.00137840694642116,1.37840694642116,0,0.27,51.2,32.5,1.8,12.6,0.7,0.2,-109.8875,32.9326,285,17.8585141120739
"457","Graham County","North Carolina",8441,3,0.5,45813,4220.5,0.000710816253998341,0.710816253998341,0,0.19,87.4,1.1,0.2,10.6,0,0,-83.8335,35.3502,209,60.3487597926183
"458","Grand County","Utah",9754,6,0.495,53535,4828.23,0.00124269142107977,1.24269142107977,1,0.54,88.1,10,0.2,1.1,0.4,0,-109.5699,38.982,144,55.8221726118714
"459","Grand Traverse County","Michigan",93088,121,0.511,65041,47567.968,0.00254372858643026,2.54372858643026,1,0.48,92.6,2.7,1.1,0.9,0.6,0.1,-85.5605,44.6688,148,58.5153186347934
"460","Grant County","Indiana",65769,61,0.521,47509,34265.649,0.00178020851144538,1.78020851144538,1,0.3,85.3,4.1,7.1,0.2,0.9,0,-85.6547,40.5158,293,26.9604478657599
"461","Grant County","Oklahoma",4333,0,0.504,60303,2183.832,0,0,0,0.13,88.9,4.6,0.2,0.4,0.1,0.1,-97.7861,36.7961,450,2.1124459603436e-14
"462","Grant County","Oregon",7199,0,0.5,49792,3599.5,0,0,0,0.2,91.8,3.6,0.4,1,0.4,0,-119.0073,44.4916,28,60.923383907266
"463","Grant County","Washington",97733,120,0.491,57152,47986.903,0.00250068232159096,2.50068232159096,0,0.31,54.9,40.7,0.7,1,1,0.1,-119.4518,47.2057,28,60.923383907266
"464","Grant County","Wisconsin",51439,24,0.481,56418,24742.159,0.000970004274889673,0.970004274889673,0,0.43,95.3,1.5,1.3,0.2,0.8,0,-90.7062,42.8675,103,15.5216227497267
"465","Granville County","North Carolina",60443,126,0.49,54300,29617.07,0.00425430334600958,4.25430334600958,0,0.46,58.2,7.6,30.6,0.5,0.4,0,-78.6527,36.3041,111,24.7273885186257
"466","Gratiot County","Michigan",40711,33,0.463,51046,18849.193,0.0017507380819964,1.7507380819964,1,0.35,86.5,5.8,5.6,0.2,0.3,0,-84.6049,43.2927,181,68.989490965791
"467","Gray County","Texas",21886,10,0.47,52543,10286.42,0.000972155521551716,0.972155521551716,1,0.11,64.5,27.9,4.3,0.9,0.7,0.1,-100.8126,35.4012,358,68.9579670643176
"468","Grays Harbor County","Washington",75061,136,0.488,59346,36629.768,0.00371282722838976,3.71282722838976,0,0.45,79.9,9.8,1,4.1,1.6,0.3,-123.7735,47.1503,489,43.4231069824388
"469","Grayson County","Texas",136212,158,0.512,57439,69740.544,0.00226554011394003,2.26554011394003,1,0.24,76.4,12.7,5.5,1.3,1.3,0,-96.6777,33.6268,102,14.3459066664254
"470","Green County","Wisconsin",36960,22,0.503,64319,18590.88,0.00118337593486699,1.18337593486699,0,0.51,94.5,3,0.4,0.1,0.7,0,-89.6022,42.68,103,15.5216227497267
"471","Green Lake County","Wisconsin",18913,11,0.498,59458,9418.674,0.00116789263541768,1.16789263541768,0,0.31,92.9,4.6,0.6,0.3,0.3,0,-89.0449,43.8004,103,15.5216227497267
